date;RF;NoDur;Durbl;Manuf;Enrgy;HiTec;Telcm;Shops;Hlth;Utils;Other;Mkt-RF
19770328;0.0038;-0.0175;-0.0377;-0.0074;-0.0245;-0.0041;-0.0142;-0.0307;-0.0218;-0.0018;-0.0038;-0.013
19770428;0.0038;0.0010;0.0267;0.0019;0.0220;-0.0383;0.0029;-0.0382;-0.0557;0.0157;0.0193;0.0012
19770528;0.0037;-0.0128;-0.0088;-0.0333;-0.0077;-0.0188;0.0107;-0.0345;-0.0226;0.0130;-0.0105;-0.0145
19770628;0.0040;0.0414;0.0378;0.0295;0.0568;0.0735;0.0151;0.0570;0.0862;0.0529;0.0484;0.0474
19770728;0.0042;0.0084;-0.0277;-0.0405;-0.0225;-0.0060;-0.0128;-0.0116;-0.0265;0.0045;-0.0064;-0.017
19770828;0.0044;-0.0034;-0.0121;-0.0168;-0.0620;0.0004;-0.0270;0.0403;0.0339;-0.0367;-0.0176;-0.0178
19770928;0.0043;-0.0023;0.0119;-0.0141;0.0030;-0.0220;0.0306;-0.0135;-0.0132;0.0158;-0.0041;-0.0027
19771028;0.0049;-0.0385;-0.0491;-0.0507;-0.0403;-0.0371;-0.0555;-0.0354;-0.0224;-0.0362;-0.0493;-0.0442
19771128;0.0050;0.0405;0.0133;0.0382;0.0301;0.0474;0.0167;0.0518;0.0558;0.0377;0.0588;0.0404
19771228;0.0049;-0.0049;-0.0118;0.0023;0.0136;0.0189;0.0166;-0.0182;0.0012;-0.0081;0.0016;0.0033
19780128;0.0049;-0.0574;-0.0732;-0.0648;-0.0743;-0.0524;-0.0465;-0.0766;-0.0236;-0.0501;-0.0570;-0.0601
19780228;0.0046;-0.0032;-0.0005;-0.0316;-0.0153;-0.0392;0.0367;-0.0108;-0.0345;-0.0088;-0.0052;-0.0139
19780328;0.0053;0.0363;0.0540;0.0338;0.0160;-0.0117;0.0207;0.0216;0.0365;0.0193;0.0493;0.0287
19780428;0.0054;0.0633;0.0887;0.1091;0.0623;0.1270;0.0236;0.1065;0.0868;-0.0038;0.0866;0.0775
19780528;0.0051;0.0378;-0.0063;0.0356;0.0043;0.0112;-0.0091;0.0023;0.0467;0.0019;0.0227;0.0181
19780628;0.0054;-0.0082;-0.0337;-0.0202;-0.0426;-0.0090;-0.0207;-0.0236;0.0058;0.0031;-0.0091;-0.0162
19780728;0.0056;0.0300;0.0398;0.0731;0.0283;0.0802;0.0086;0.0500;0.0830;0.0226;0.0587;0.0511
19780828;0.0055;0.0360;0.0221;0.0334;0.0461;0.0545;0.0300;0.0512;0.0046;-0.0011;0.0579;0.0369
19780928;0.0062;-0.0104;-0.0094;-0.0271;0.0404;-0.0478;0.0062;-0.0342;-0.0336;-0.0085;-0.0179;-0.0131
19781028;0.0068;-0.1220;-0.1173;-0.1199;-0.1131;-0.1148;-0.0513;-0.1439;-0.1354;-0.0777;-0.1487;-0.1178
19781128;0.0070;0.0152;-0.0003;0.0218;0.0542;0.0438;0.0228;0.0143;0.0448;0.0231;0.0192;0.0268
19781228;0.0078;0.0089;-0.0124;0.0065;0.0195;0.0563;-0.0069;-0.0159;0.0261;-0.0203;0.0058;0.0099
19790128;0.0077;0.0338;0.0393;0.0572;0.0250;0.0350;0.0288;0.0549;0.0066;0.0562;0.0509;0.0418
19790228;0.0073;-0.0422;-0.0405;-0.0520;-0.0026;-0.0402;-0.0135;-0.0489;-0.0523;-0.0235;-0.0400;-0.0341
19790328;0.0081;0.0328;0.0547;0.0654;0.0846;0.0675;-0.0067;0.0502;0.0423;0.0152;0.0744;0.0575
19790428;0.0080;-0.0061;0.0212;-0.0127;0.0353;-0.0050;-0.0297;-0.0009;-0.0036;-0.0353;0.0076;0.0005
19790528;0.0082;-0.0261;-0.0148;-0.0312;-0.0328;-0.0275;-0.0071;-0.0349;-0.0344;0.0064;-0.0103;-0.0218
19790628;0.0081;0.0242;0.0221;0.0272;0.0837;-0.0037;0.0107;0.0194;0.0400;0.0415;0.0623;0.0388
19790728;0.0077;0.0130;0.0089;0.0121;0.0095;-0.0228;-0.0088;0.0023;-0.0063;0.0131;0.0263;0.0073
19790828;0.0077;0.0679;0.0390;0.0692;0.0712;0.0515;0.0076;0.0809;0.0781;0.0126;0.0498;0.057
19790928;0.0083;-0.0271;-0.0042;-0.0154;0.0508;-0.0261;-0.0323;-0.0162;-0.0138;-0.0301;-0.0156;-0.0069
19791028;0.0087;-0.0850;-0.1024;-0.0971;-0.0345;-0.0861;-0.0591;-0.0999;-0.0521;-0.0666;-0.1095;-0.0813
19791128;0.0099;0.0417;-0.0377;0.0371;0.0798;0.0715;0.0301;0.0280;0.0776;0.0672;0.0612;0.0537
19791228;0.0095;0.0241;0.0254;0.0351;0.0144;0.0079;-0.0251;0.0213;0.0113;-0.0197;0.0316;0.0187
19800128;0.0080;0.0233;0.0799;0.0626;0.1323;0.0652;-0.0287;0.0050;-0.0207;0.0070;0.0458;0.0576
19800228;0.0089;-0.0576;-0.0716;-0.0338;0.1196;-0.0445;-0.0236;-0.0552;-0.0549;-0.0432;-0.0435;-0.0079
19800328;0.0121;-0.0941;-0.0972;-0.1292;-0.1902;-0.1384;-0.0377;-0.0981;-0.0407;-0.0769;-0.1340;-0.1323
19800428;0.0126;0.0517;-0.0271;0.0193;0.0544;-0.0053;0.0608;0.0203;0.0300;0.1085;0.0485;0.0397
19800528;0.0081;0.0714;0.0338;0.0542;0.0329;0.0396;0.0417;0.0994;0.0616;0.0376;0.0721;0.052
19800628;0.0061;0.0234;0.0238;0.0169;0.0510;0.0246;-0.0121;0.0155;-0.0039;0.0390;0.0462;0.0316
19800728;0.0053;0.0719;0.1094;0.1030;0.0159;0.1495;0.0047;0.0983;0.0835;-0.0063;0.0641;0.0641
19800828;0.0064;0.0076;0.0095;0.0095;0.0299;0.0298;0.0566;0.0102;-0.0032;-0.0181;0.0217;0.0171
19800928;0.0075;-0.0051;-0.0002;0.0203;0.0578;0.0120;-0.0237;-0.0017;0.0286;-0.0061;0.0328;0.022
19801028;0.0095;-0.0062;-0.0233;-0.0051;0.0665;0.0101;-0.0422;-0.0223;-0.0217;0.0095;0.0066;0.0105
19801128;0.0096;0.0000;0.0345;0.0741;0.2331;0.0881;-0.0089;0.0149;0.0787;0.0632;0.0676;0.0953
19801228;0.0131;-0.0032;-0.0237;-0.0337;-0.1186;-0.0247;-0.0056;-0.0261;0.0325;-0.0316;-0.0127;-0.0475
19810128;0.0104;0.0099;-0.0263;-0.0291;-0.1124;-0.0907;0.0454;-0.0005;-0.0264;-0.0352;-0.0443;-0.0505
19810228;0.0107;0.0141;0.0515;0.0329;-0.0148;-0.0057;0.0107;0.0194;0.0077;-0.0233;0.0063;0.0048
19810328;0.0121;0.0570;0.0580;0.0473;-0.0345;0.0369;-0.0011;0.1113;0.0459;0.0181;0.0722;0.0341
19810428;0.0108;0.0007;0.0062;-0.0200;-0.0841;-0.0099;0.0515;0.0164;0.0194;-0.0367;-0.0016;-0.022
19810528;0.0115;0.0149;0.0172;-0.0152;-0.0500;0.0301;0.0597;0.0147;0.0227;0.0070;0.0167;0.002
19810628;0.0135;-0.0161;-0.0539;-0.0262;0.0330;-0.0796;-0.0328;-0.0303;-0.0692;0.0217;-0.0259;-0.0237
19810728;0.0124;-0.0182;-0.0431;-0.0410;0.0663;-0.0504;-0.0087;-0.0491;-0.0514;0.0156;-0.0385;-0.0155
19810828;0.0128;-0.0634;-0.0879;-0.0816;-0.0762;-0.0859;-0.0208;-0.0680;-0.0900;-0.0211;-0.0677;-0.0691
19810928;0.0124;-0.0339;-0.0441;-0.0838;-0.1338;-0.0510;0.0163;-0.0527;-0.0253;-0.0675;-0.0647;-0.0761
19811028;0.0121;0.0629;-0.0494;0.0245;0.0841;0.0393;0.0478;0.0520;0.0674;0.0368;0.0603;0.0481
19811128;0.0107;0.0157;0.0361;0.0345;0.0584;0.0046;0.0161;0.0029;0.0285;0.0487;0.0393;0.0351
19811228;0.0087;-0.0268;-0.0062;-0.0252;-0.0723;-0.0087;-0.0231;-0.0287;-0.0159;-0.0322;-0.0466;-0.0368
19820128;0.0080;-0.0169;0.0017;-0.0411;-0.0914;0.0200;-0.0011;-0.0104;0.0062;-0.0139;-0.0391;-0.0342
19820228;0.0092;-0.0280;-0.0275;-0.0652;-0.1192;-0.0618;-0.0662;-0.0234;-0.0270;-0.0115;-0.0481;-0.0603
19820328;0.0098;0.0145;0.0314;-0.0274;-0.0457;-0.0451;0.0111;0.0304;-0.0347;0.0073;-0.0221;-0.0199
19820428;0.0113;0.0553;0.0352;0.0211;0.0309;0.0627;-0.0140;0.0402;0.0625;0.0272;0.0264;0.032
19820528;0.0106;-0.0430;-0.0264;-0.0575;0.0117;-0.0645;-0.0199;-0.0412;-0.0409;-0.0156;-0.0646;-0.0388
19820628;0.0096;0.0077;0.0182;-0.0353;-0.0714;-0.0330;-0.0347;0.0183;-0.0172;-0.0312;-0.0332;-0.0335
19820728;0.0105;-0.0150;-0.0125;-0.0334;-0.0894;0.0046;0.0016;-0.0080;-0.0026;-0.0363;-0.0414;-0.031
19820828;0.0076;0.0837;0.1252;0.1320;0.0906;0.1207;0.1008;0.1216;0.1161;0.1126;0.1035;0.1114
19820928;0.0051;0.0468;-0.0104;-0.0160;0.0127;0.0063;0.0044;0.0390;0.0085;0.0055;0.0372;0.0117
19821028;0.0059;0.0979;0.1589;0.1245;0.0506;0.1642;0.0748;0.1609;0.0760;0.0414;0.1524;0.1127
19821128;0.0063;0.0450;0.0751;0.0515;-0.0486;0.1006;0.0529;0.1035;0.0456;-0.0046;0.0696;0.0456
19821228;0.0067;0.0026;0.0243;0.0003;0.0472;0.0202;-0.0190;-0.0208;-0.0009;0.0365;-0.0229;0.0078
19830128;0.0069;-0.0168;0.0421;0.0431;0.0298;0.0766;0.1185;0.0055;0.0076;0.0297;0.0217;0.0346
19830228;0.0062;0.0314;0.0272;0.0347;-0.0096;0.0291;-0.0105;0.0729;0.0223;0.0097;0.0391;0.0243
19830328;0.0063;0.0680;-0.0139;0.0146;0.0511;0.0006;-0.0005;0.0754;0.0388;-0.0035;0.0448;0.0284
19830428;0.0071;0.0550;0.1020;0.0565;0.0865;0.0689;0.0445;0.0794;0.0433;0.0402;0.0752;0.0672
19830528;0.0069;-0.0166;-0.0272;0.0129;0.0053;0.0201;-0.0209;-0.0028;-0.0342;0.0181;0.0172;0.0062
19830628;0.0067;0.0228;0.0919;0.0089;0.0596;0.0544;-0.0058;0.0487;0.0625;-0.0127;0.0116;0.0313
19830728;0.0074;-0.0358;-0.0431;-0.0331;-0.0324;-0.0606;-0.0591;-0.0411;-0.0636;0.0030;-0.0431;-0.0391
19830828;0.0076;0.0014;-0.0340;-0.0017;0.0597;-0.0185;0.0146;-0.0577;-0.0184;0.0075;-0.0161;-0.004
19830928;0.0076;0.0401;0.0380;0.0154;-0.0531;0.0136;0.0151;0.0167;0.0055;0.0392;0.0071;0.0087
19831028;0.0076;-0.0096;-0.0023;-0.0308;-0.0300;-0.0769;-0.0594;-0.0231;-0.0294;0.0232;-0.0487;-0.0353
19831128;0.0070;0.0161;0.0330;0.0576;-0.0091;0.0157;0.0246;0.0370;-0.0376;-0.0233;0.0403;0.0223
19831228;0.0073;-0.0101;0.0035;-0.0182;0.0120;-0.0036;-0.0228;-0.0528;-0.0432;-0.0445;-0.0168;-0.0177
19840128;0.0076;-0.0137;-0.0594;-0.0425;0.0895;-0.0697;0.0341;-0.0657;-0.0131;0.0068;-0.0240;-0.0205
19840228;0.0071;-0.0623;-0.0685;-0.0733;0.0287;-0.0660;-0.0433;-0.0540;-0.0272;-0.0405;-0.0558;-0.0463
19840328;0.0073;0.0098;-0.0040;0.0257;-0.0045;0.0106;-0.0498;0.0058;-0.0144;-0.0106;0.0163;0.0062
19840428;0.0081;-0.0018;0.0032;-0.0094;0.0322;-0.0125;0.0136;-0.0069;0.0152;-0.0134;-0.0284;-0.0054
19840528;0.0078;-0.0335;-0.0613;-0.0657;-0.0591;-0.0635;-0.0429;-0.0631;-0.0724;-0.0150;-0.0752;-0.0602
19840628;0.0075;0.0559;0.0140;0.0244;-0.0270;0.0097;0.1137;0.0632;0.0308;-0.0028;0.0154;0.0161
19840728;0.0082;-0.0231;0.0132;-0.0230;-0.0809;-0.0321;0.0197;-0.0070;-0.0461;-0.0083;-0.0267;-0.0286
19840828;0.0083;0.0788;0.0901;0.1108;0.1315;0.1313;0.0590;0.0907;0.0960;0.0693;0.1024;0.1043
19840928;0.0086;0.0043;-0.0109;-0.0341;0.0130;-0.0479;0.0204;-0.0086;-0.0527;0.0397;0.0138;-0.0082
19841028;0.0100;0.0026;0.0112;-0.0045;-0.0536;-0.0146;-0.0182;-0.0162;0.0065;0.0236;-0.0027;-0.0099
19841128;0.0073;-0.0032;-0.0382;-0.0204;-0.0172;-0.0451;-0.0097;-0.0335;-0.0080;0.0233;-0.0115;-0.0179
19841228;0.0064;0.0211;0.0392;0.0152;-0.0107;0.0189;0.0448;0.0055;0.0208;0.0200;0.0282;0.0174
19850128;0.0065;0.0441;0.0942;0.0781;0.0588;0.1184;0.0516;0.1222;0.0766;0.0172;0.0910;0.0792
19850228;0.0058;0.0462;-0.0201;0.0076;0.0307;-0.0186;0.0210;0.0150;0.0300;0.0078;0.0149;0.0112
19850328;0.0062;0.0385;-0.0608;-0.0342;0.0087;-0.0664;0.0480;-0.0150;0.0247;0.0546;-0.0064;-0.0081
19850428;0.0072;-0.0279;-0.0435;-0.0216;0.0313;-0.0432;0.0016;-0.0091;-0.0252;0.0089;0.0078;-0.0094
19850528;0.0066;0.0739;0.0457;0.0540;0.0044;0.0219;0.0599;0.0876;0.0884;0.0468;0.0569;0.0493
19850628;0.0055;0.0215;0.0091;0.0095;-0.0115;-0.0126;0.0353;0.0107;0.0172;0.0315;0.0238;0.0117
19850728;0.0062;-0.0314;0.0169;0.0284;-0.0111;0.0378;-0.0514;-0.0424;-0.0107;-0.0526;-0.0092;-0.0067
19850828;0.0055;0.0024;-0.0311;-0.0168;0.0068;-0.0308;-0.0002;-0.0150;-0.0136;0.0136;-0.0085;-0.0103
19850928;0.0060;-0.0152;-0.0395;-0.0458;-0.0210;-0.0528;-0.0481;-0.0517;-0.0449;-0.0594;-0.0518;-0.0457
19851028;0.0065;0.0300;0.0024;0.0264;0.0539;0.0235;0.0343;0.0610;0.0256;0.0566;0.0564;0.0381
19851128;0.0061;0.0783;0.0929;0.0738;-0.0026;0.0803;0.0679;0.0762;0.0867;0.0362;0.0624;0.0632
19851228;0.0065;0.0475;0.0646;0.0382;-0.0282;0.0768;0.0541;0.0396;0.0287;0.0416;0.0335;0.0366
19860128;0.0056;0.0159;0.0158;0.0101;-0.0724;-0.0085;-0.0438;0.0125;0.0054;0.0323;0.0246;0.0043
19860228;0.0053;0.1007;0.1035;0.0975;0.0015;0.0438;0.0685;0.0721;0.0555;0.0606;0.0763;0.0675
19860328;0.0060;0.0753;0.0718;0.0542;0.0012;-0.0066;0.0325;0.0802;0.1146;0.0334;0.0493;0.0479
19860428;0.0052;-0.0029;-0.0388;-0.0220;0.0029;0.0331;0.0197;-0.0078;0.0019;-0.0445;-0.0287;-0.0132
19860528;0.0049;0.0822;0.0271;0.0395;0.0657;0.0047;0.0434;0.0907;0.0679;0.0310;0.0437;0.0459
19860628;0.0052;0.0565;-0.0175;-0.0058;-0.0221;-0.0434;0.0490;0.0265;0.0509;0.0453;0.0095;0.0091
19860728;0.0052;-0.0618;-0.0964;-0.0809;-0.0593;-0.0885;-0.0351;-0.1001;-0.0591;0.0463;-0.0682;-0.0649
19860828;0.0046;0.0252;0.0702;0.0602;0.1598;0.0651;0.0638;0.0172;0.0353;0.0744;0.0653;0.0618
19860928;0.0045;-0.1136;-0.0861;-0.0700;-0.0081;-0.0740;-0.0988;-0.0880;-0.1306;-0.0954;-0.0912;-0.0836
19861028;0.0046;0.0838;0.0604;0.0603;0.0157;0.0011;0.0417;0.0708;0.0751;0.0474;0.0350;0.0448
19861128;0.0039;0.0024;0.0441;0.0207;0.0254;0.0318;0.0360;0.0120;0.0094;0.0016;-0.0093;0.0113
19861228;0.0049;-0.0387;-0.0288;-0.0229;-0.0059;-0.0416;-0.0419;-0.0666;-0.0173;-0.0378;-0.0289;-0.0314
19870128;0.0042;0.1485;0.1820;0.1433;0.1385;0.1593;0.0487;0.1066;0.1273;0.0887;0.1037;0.1242
19870228;0.0043;0.0474;0.0305;0.0454;-0.0246;0.0897;-0.0047;0.0912;0.1070;-0.0257;0.0428;0.0433
19870328;0.0047;-0.0009;0.0419;0.0294;0.1138;0.0219;0.0090;0.0144;-0.0034;-0.0213;-0.0030;0.0185
19870428;0.0044;-0.0425;0.0354;-0.0193;-0.0055;0.0396;-0.0291;-0.0351;-0.0289;-0.0478;-0.0429;-0.0215
19870528;0.0038;0.0183;-0.0186;-0.0017;0.0265;-0.0011;0.0292;-0.0075;0.0086;-0.0224;0.0004;0.0014
19870628;0.0048;0.0606;0.0244;0.0453;0.0507;-0.0047;0.0645;0.0579;0.0431;0.0294;0.0425;0.039
19870728;0.0046;0.0549;0.0656;0.0653;0.0348;0.0055;0.0664;0.0526;0.0532;-0.0213;0.0272;0.0395
19870828;0.0047;0.0405;0.0519;0.0242;0.0142;0.0692;0.0484;0.0272;0.0172;0.0322;0.0331;0.0325
19870928;0.0045;-0.0291;-0.0450;-0.0013;-0.0436;-0.0315;0.0299;-0.0650;-0.0301;-0.0275;-0.0238;-0.0252
19871028;0.0060;-0.2199;-0.2748;-0.2794;-0.1943;-0.2641;-0.1399;-0.2903;-0.2091;-0.0750;-0.2310;-0.2309
19871128;0.0035;-0.0915;-0.0890;-0.0551;-0.1109;-0.1019;-0.0896;-0.0877;-0.0965;-0.0284;-0.0672;-0.0764
19871228;0.0039;0.0703;0.0819;0.1050;0.0600;0.1145;0.0386;0.0780;0.0498;0.0016;0.0497;0.0665
19880128;0.0029;0.0240;0.0425;-0.0001;0.0823;-0.0275;0.0859;0.0545;0.0611;0.0947;0.0659;0.0424
19880228;0.0046;0.0619;0.0586;0.0728;0.0332;0.0697;0.0110;0.0996;0.0374;-0.0190;0.0327;0.047
19880328;0.0044;-0.0161;-0.0457;-0.0176;0.0241;-0.0514;-0.0393;-0.0149;-0.0299;-0.0361;-0.0217;-0.0215
19880428;0.0046;-0.0066;0.0240;0.0110;0.0382;0.0216;-0.0009;0.0108;-0.0244;-0.0078;-0.0048;0.0064
19880528;0.0051;-0.0149;0.0080;-0.0093;-0.0068;-0.0183;0.0138;-0.0194;-0.0077;0.0308;0.0085;-0.0042
19880628;0.0049;0.0244;0.0769;0.0714;-0.0231;0.0895;0.0223;0.0619;0.0215;0.0270;0.0532;0.0465
19880728;0.0051;0.0058;-0.0184;-0.0275;0.0286;-0.0545;-0.0046;-0.0180;-0.0033;-0.0074;-0.0064;-0.0123
19880828;0.0059;-0.0082;-0.0670;-0.0487;-0.0209;-0.0876;-0.0409;-0.0356;-0.0152;-0.0071;-0.0164;-0.0338
19880928;0.0062;0.0602;0.0403;0.0261;-0.0315;0.0236;0.0687;0.0680;0.0329;0.0207;0.0350;0.0311
19881028;0.0061;0.0764;0.0150;0.0023;0.0117;-0.0071;0.0297;0.0085;0.0074;0.0196;-0.0039;0.0116
19881128;0.0057;-0.0184;-0.0007;-0.0331;-0.0057;-0.0374;0.0024;-0.0305;-0.0324;-0.0115;-0.0266;-0.0221
19881228;0.0063;0.0255;0.0041;0.0275;0.0091;0.0433;0.0046;0.0077;0.0112;0.0041;0.0044;0.0145
19890128;0.0055;0.0521;0.0659;0.0660;0.0594;0.0675;0.0878;0.0618;0.0664;0.0156;0.0628;0.0604
19890228;0.0061;-0.0198;-0.0451;-0.0234;-0.0193;-0.0452;-0.0181;-0.0208;-0.0184;-0.0254;-0.0128;-0.0225
19890328;0.0067;0.0504;-0.0314;0.0082;0.0237;-0.0607;0.0471;0.0240;0.0426;0.0011;0.0302;0.0148
19890428;0.0067;0.0476;0.0271;0.0431;0.0139;0.0442;0.0979;0.0537;0.0477;0.0323;0.0431;0.0418
19890528;0.0079;0.0476;0.0449;0.0210;0.0169;0.0171;0.0438;0.0409;0.0256;0.0442;0.0375;0.0317
19890628;0.0071;0.0065;-0.0207;-0.0320;-0.0129;-0.0416;0.0013;-0.0236;-0.0327;0.0257;-0.0021;-0.0121
19890728;0.0070;0.1055;0.0731;0.0619;0.0336;0.0240;0.0757;0.0843;0.1331;0.0508;0.0755;0.0707
19890828;0.0074;-0.0234;0.0311;0.0385;0.0352;0.0189;0.0004;0.0170;-0.0049;-0.0158;0.0213;0.0149
19890928;0.0065;-0.0109;-0.0421;-0.0311;0.0001;-0.0355;0.0364;-0.0216;0.0091;-0.0020;0.0105;-0.0083
19891028;0.0068;-0.0305;-0.0471;-0.0491;-0.0047;-0.0510;-0.0326;-0.0558;-0.0029;0.0026;-0.0498;-0.0362
19891128;0.0069;0.0060;0.0177;0.0160;0.0358;-0.0226;0.0092;0.0080;0.0360;0.0249;-0.0011;0.011
19891228;0.0061;0.0047;0.0083;0.0200;0.0450;-0.0161;0.0460;0.0063;0.0026;0.0427;-0.0052;0.0122
19900128;0.0057;-0.1027;-0.0402;-0.0731;-0.0445;-0.0227;-0.1460;-0.0712;-0.0800;-0.0563;-0.0930;-0.0758
19900228;0.0057;-0.0099;0.0310;0.0184;0.0245;0.0331;-0.0013;0.0122;-0.0285;-0.0002;0.0154;0.0093
19900328;0.0064;0.0389;0.0302;0.0323;-0.0070;0.0355;0.0290;0.0426;0.0323;-0.0143;-0.0027;0.0178
19900428;0.0069;-0.0076;-0.0272;-0.0347;-0.0423;-0.0293;-0.0440;-0.0240;-0.0091;-0.0599;-0.0435;-0.0351
19900528;0.0068;0.0809;0.0837;0.0721;0.0576;0.1151;0.0852;0.1114;0.1238;0.0448;0.0822;0.0821
19900628;0.0063;0.0108;-0.0181;-0.0141;-0.0276;-0.0158;-0.0504;0.0052;0.0379;0.0037;-0.0265;-0.0106
19900728;0.0068;-0.0189;-0.0138;-0.0057;0.0729;-0.0834;-0.0503;-0.0424;0.0196;0.0005;-0.0395;-0.0162
19900828;0.0066;-0.0845;-0.1412;-0.1215;-0.0248;-0.1278;-0.1201;-0.1245;-0.0745;-0.0761;-0.1093;-0.0983
19900928;0.0060;-0.0489;-0.1092;-0.0775;-0.0327;-0.0749;-0.0119;-0.0942;-0.0470;-0.0068;-0.0750;-0.0599
19901028;0.0068;0.0150;-0.0466;-0.0113;-0.0577;-0.0404;0.0081;-0.0382;0.0052;0.0635;-0.0505;-0.0192
19901128;0.0057;0.0650;0.0377;0.0704;0.0233;0.1112;0.0161;0.1028;0.0879;0.0188;0.0731;0.0603
19901228;0.0060;0.0377;0.0175;0.0385;-0.0241;0.0376;0.0115;0.0298;0.0224;0.0036;0.0366;0.0235
