date,RF,S--L,S--2,S--3,S--4,S--H,2--L,2--2,2--3,2--4,2--H,3--L,3--2,3--3,3--4,3--H,4--L,4--2,4--3,4--4,4--H,Mkt-RF,Mkt,Mkt-RF3,RF3
19840128,0.0076,-0.0262,-0.0187,-0.0047,0.0037,0.0246,-0.0696,-0.0203,-0.0128,-0.0065,0.0302,-0.0785,-0.0507,-0.0286,-0.007,-0.0089,-0.0832,-0.0431,-0.0275,-0.0127,-0.0044,-0.0205,-0.0129,-0.0202,0.73
19840228,0.0071,-0.0817,-0.0767,-0.0605,-0.0498,-0.0523,-0.0773,-0.0664,-0.0454,-0.0395,-0.0429,-0.0754,-0.0779,-0.0546,-0.0531,-0.0338,-0.0648,-0.0639,-0.0688,-0.0382,-0.054,-0.0463,-0.0392,-0.046533333,0.733333333
19840328,0.0073,-0.0167,0.008,-0.0014,0.0096,0.0137,-0.0109,0.0053,0.0016,0.0065,0.0142,-0.0001,0.003,0.0167,0.0036,0.0257,-0.0017,0.0025,0.0196,0.0095,0.0343,0.0062,0.0135,0.006166667,0.733333333
19840428,0.0081,-0.0479,-0.0255,-0.014,-0.0078,-0.0172,-0.0201,0.0064,-0.0014,-0.0084,-0.0173,-0.0091,0.0051,-0.0095,-0.0208,-0.0071,-0.0228,-0.0123,-0.0141,-0.0304,-0.0258,-0.0054,0.0027,-0.0048,0.75
19840528,0.0078,-0.0677,-0.0535,-0.0574,-0.0421,-0.0427,-0.0684,-0.0594,-0.0581,-0.0471,-0.0467,-0.0687,-0.0599,-0.0647,-0.0465,-0.0762,-0.0468,-0.0521,-0.0636,-0.0611,-0.0829,-0.0602,-0.0524,-0.060133333,0.773333333
19840628,0.0075,0.007,0.0265,0.014,0.0082,0.005,0.0324,0.0384,0.011,0.0212,0.0035,0.0568,0.041,0.0027,0.0109,-0.0096,0.0528,0.0373,0.0077,0.0088,0.0175,0.0161,0.0236,0.0158,0.78
19840728,0.0082,-0.0814,-0.0591,-0.053,-0.0261,-0.0309,-0.0602,-0.0643,-0.0214,-0.0462,-0.0452,-0.0421,-0.0432,-0.0375,-0.0394,-0.0225,-0.0425,-0.06,-0.0342,-0.057,-0.0131,-0.0286,-0.0204,-0.028233333,0.783333333
19840828,0.0083,0.1067,0.1078,0.0794,0.0611,0.0775,0.151,0.0978,0.0867,0.0882,0.0923,0.1426,0.1212,0.1007,0.1112,0.0872,0.1185,0.1274,0.1127,0.1078,0.0937,0.1043,0.1126,0.1046,0.8
19840928,0.0086,-0.0341,-0.0232,-0.0037,0.0032,0.0158,-0.063,-0.0067,0.0127,0.006,0.0249,-0.0474,0.0094,0.009,0.0099,0.0263,-0.0235,-0.0269,0.0021,0.0062,0.0357,-0.0082,0.0004,-0.007966667,0.836666667
19841028,0.01,-0.0479,-0.0241,-0.0306,-0.024,-0.0195,-0.0393,-0.0278,-0.0109,-0.0006,0.0004,-0.0267,-0.017,0.0047,-0.026,0.0036,-0.0139,-0.01,-0.0043,-0.0105,0.006,-0.0099,1E-04,-0.008866667,0.896666667
19841128,0.0073,-0.0649,-0.0475,-0.0203,-0.0204,-0.0191,-0.0647,-0.0279,-0.0108,-0.0095,0.0064,-0.0475,-0.0025,0.0057,0.0061,0.0122,-0.041,-0.0139,-0.0191,0.0008,0.0112,-0.0179,-0.0106,-0.019233333,0.863333333
19841228,0.0064,-0.0015,0.002,0.0039,-0.0017,0.0022,0.0129,0.0157,0.0117,0.0192,0.022,0.0376,0.022,0.0099,0.0078,0.0144,0.0255,0.0151,0.0141,0.0221,0.0277,0.0174,0.0238,0.0159,0.79
19850128,0.0065,0.1516,0.1389,0.0995,0.0932,0.0799,0.1533,0.1199,0.0835,0.0914,0.0789,0.1301,0.0979,0.0889,0.0832,0.0715,0.1161,0.124,0.0729,0.0758,0.0579,0.0792,0.0857,0.078966667,0.673333333
19850228,0.0058,0.0313,0.0438,0.0277,0.0228,0.0308,0.024,0.025,0.0198,0.0116,0.0076,0.0136,0.0065,0.0053,0.0133,-0.0123,0.0215,-0.016,0.0138,0.0151,0.0126,0.0112,0.017,0.010766667,0.623333333
19850328,0.0062,-0.0337,-0.0354,-0.0196,-0.0194,-0.0081,-0.052,-0.0413,-0.0146,-0.0023,0.0259,-0.0487,-0.0173,-0.0274,0.0006,0.0311,-0.0331,-0.0312,-0.0044,0.0019,0.0378,-0.0081,-0.0019,-0.008066667,0.616666667
19850428,0.0072,-0.0291,-0.0261,-0.0047,-0.0023,-0.0025,-0.039,-0.0188,-0.0094,0.0149,0.004,-0.0202,-0.0201,-0.0113,0.0177,0.0034,-0.0185,-0.0386,-0.0067,0.0039,0.004,-0.0094,-0.0022,-0.0086,0.64
19850528,0.0066,0.018,0.032,0.0319,0.0215,0.0052,0.0338,0.0329,0.0242,0.0485,0.0251,0.0547,0.0494,0.0265,0.0394,0.0302,0.0618,0.0491,0.0496,0.0349,0.0541,0.0493,0.0559,0.049233333,0.666666667
19850628,0.0055,-0.0003,-0.0008,0.0045,0.0086,0.0147,0.0018,0.0182,0.0226,0.0236,0.0339,0.0212,0.0111,0.0362,0.0215,0.0285,0.0129,0.0105,0.0144,0.0313,0.0032,0.0117,0.0172,0.010766667,0.643333333
19850728,0.0062,0.0175,0.0242,0.0185,0.0071,0.0177,0.0257,0.0299,0.044,-0.0067,-0.0036,0.0054,0.0212,0.0086,-0.0016,0.0196,-0.0091,-0.0033,0.0051,-0.0263,0.0046,-0.0067,-0.0005,-0.0066,0.61
19850828,0.0055,-0.0215,-0.0154,-0.012,-0.0037,-0.0167,-0.0249,-0.0163,0.0028,-0.0022,-0.0037,-0.0293,-0.0141,-0.0039,-0.008,-0.0041,-0.0238,-0.0088,0.0051,-0.0096,-0.0036,-0.0103,-0.0048,-0.010533333,0.573333333
19850928,0.006,-0.0864,-0.0651,-0.0548,-0.0463,-0.0457,-0.0807,-0.0689,-0.0389,-0.0414,-0.0663,-0.0734,-0.0498,-0.0385,-0.0429,-0.0412,-0.0569,-0.0467,-0.0528,-0.0659,-0.0543,-0.0457,-0.0397,-0.0456,0.59
19851028,0.0065,0.0003,0.0098,0.0319,0.0244,0.0091,0.0307,0.0303,0.0368,0.0506,0.0184,0.0334,0.0366,0.0378,0.0197,0.022,0.0494,0.0469,0.0338,0.0501,0.044,0.0381,0.0446,0.0386,0.6
19851128,0.0061,0.0485,0.0581,0.0589,0.0446,0.0389,0.0859,0.0652,0.0742,0.0623,0.0612,0.07,0.067,0.0511,0.0596,0.0581,0.0825,0.0608,0.0742,0.0551,0.055,0.0632,0.0693,0.0631,0.62
19851228,0.0065,0.03,0.046,0.0347,0.0336,0.0294,0.0445,0.0381,0.0444,0.0339,0.0011,0.0494,0.0385,0.0197,0.0206,0.0436,0.0281,0.0386,0.022,0.0439,0.0489,0.0366,0.0431,0.036733333,0.636666667
19860128,0.0056,0.0338,0.0144,0.017,0.0156,0.0236,0.0039,0.0171,0.0041,-0.0054,0.0225,0.0136,0.0214,0.0091,0.0169,0.0216,0.0076,-0.0004,0.0097,0.0242,0.0308,0.0043,0.0099,0.003833333,0.606666667
19860228,0.0053,0.0538,0.059,0.057,0.0774,0.0467,0.0721,0.0627,0.0625,0.0885,0.0499,0.0623,0.0887,0.0754,0.0653,0.0581,0.0736,0.0884,0.063,0.0686,0.0751,0.0675,0.0728,0.067,0.58
19860328,0.006,0.042,0.0491,0.0448,0.0406,0.0549,0.0312,0.0467,0.0511,0.0397,0.0606,0.0429,0.0666,0.0481,0.05,0.0444,0.0493,0.0455,0.0565,0.0386,0.0495,0.0479,0.0539,0.048266667,0.563333333
19860428,0.0052,0.0219,0.0165,0.0111,-0.0037,0.0002,0.0158,0.0146,-0.0042,0.0031,-0.0222,0.0166,0.018,0.0054,0.0036,-0.0195,0.017,-0.0098,-0.0215,-0.0295,-0.0534,-0.0132,-0.008,-0.0135,0.55
19860528,0.0049,0.0376,0.0275,0.0373,0.0327,0.0336,0.0296,0.0193,0.0502,0.0374,0.0247,0.0571,0.0376,0.055,0.051,0.0305,0.0573,0.0343,0.0511,0.0399,0.0435,0.0459,0.0508,0.045433333,0.536666667
19860628,0.0052,-0.003,-0.0204,-0.0056,0.0045,0.0182,0.0012,-0.0056,0.0207,0.0124,0.0172,0.0063,-0.0136,0.0173,0.0003,0.0172,0.0116,0.0035,-0.0051,0.036,0.0061,0.0091,0.0143,0.0092,0.51
19860728,0.0052,-0.1062,-0.0948,-0.0842,-0.0709,-0.0871,-0.1184,-0.1069,-0.0935,-0.048,-0.0797,-0.1034,-0.0857,-0.087,-0.0635,-0.0623,-0.092,-0.0786,-0.0753,-0.0502,-0.0502,-0.0649,-0.0597,-0.0648,0.51
19860828,0.0046,-0.0014,0.0004,0.0157,0.0145,0.0125,0.0191,0.035,0.0402,0.0427,0.0505,0.0388,0.0348,0.0506,0.0679,0.0829,0.041,0.0588,0.0684,0.0997,0.0915,0.0618,0.0664,0.0614,0.5
19860928,0.0045,-0.0856,-0.069,-0.0569,-0.0532,-0.0315,-0.0922,-0.0652,-0.0537,-0.0297,-0.0644,-0.0847,-0.0799,-0.0546,-0.0528,-0.0552,-0.1003,-0.0621,-0.0785,-0.071,-0.067,-0.0836,-0.0791,-0.083866667,0.476666667
19861028,0.0046,0.015,0.0217,0.0186,0.0245,0.006,0.0601,0.0356,0.0296,0.0329,0.0044,0.0528,0.0207,0.0074,0.0186,0.0152,0.0527,0.0526,0.0453,0.0539,0.0385,0.0448,0.0494,0.044833333,0.456666667
19861128,0.0039,-0.0267,-0.0034,0.0015,0.0002,0.0034,-0.0008,0.0025,-0.0084,-0.0245,-0.0069,-0.0028,0.0008,-0.0149,0.0089,-0.008,0.004,0.0116,0.0108,-0.0132,0.0053,0.0113,0.0152,0.010866667,0.433333333
19861228,0.0049,-0.0611,-0.0237,-0.0427,-0.0211,-0.0367,-0.0354,-0.0234,-0.0394,-0.0362,-0.0023,-0.0308,-0.0232,-0.0404,-0.0226,-0.0141,-0.0475,-0.0352,-0.0328,-0.0244,-0.0402,-0.0314,-0.0265,-0.030966667,0.446666667
19870128,0.0042,0.1044,0.0912,0.1099,0.0955,0.0895,0.1323,0.115,0.1011,0.0996,0.0972,0.1343,0.1331,0.0839,0.1009,0.0963,0.1366,0.1209,0.0998,0.1309,0.1102,0.1242,0.1284,0.124066667,0.433333333
19870228,0.0043,0.1011,0.081,0.0665,0.067,0.061,0.0921,0.0855,0.0621,0.0516,0.0542,0.0836,0.078,0.047,0.039,0.039,0.068,0.0611,0.0633,0.0378,0.0172,0.0433,0.0476,0.043133333,0.446666667
19870328,0.0047,0.0119,0.0295,0.0205,0.0293,0.0412,0.0048,0.0268,0.0104,0.0231,0.0272,-0.0025,0.0106,0.0096,0.0207,0.0334,0.0133,0.0119,0.0121,0.0179,-0.0148,0.0185,0.0232,0.0188,0.44
19870428,0.0044,-0.0265,-0.0322,-0.0245,-0.0115,-0.0153,-0.0441,-0.0277,-0.0339,-0.0438,-0.0487,-0.0259,-0.0241,-0.0485,-0.0265,-0.0359,-0.0425,-0.0278,-0.0311,-0.0162,-0.0244,-0.0215,-0.0171,-0.021566667,0.446666667
19870528,0.0038,-0.0057,-0.0201,-0.0021,0.0028,0.027,-0.0157,-0.0065,-0.0036,-0.0024,0.0023,0.0047,-0.0062,-0.016,0.0003,-0.0018,0.0153,0.0061,-0.0075,-0.0126,0.0009,0.0014,0.0052,0.0009,0.43
19870628,0.0048,-0.0072,0.0132,0.0215,0.0141,0.0362,0.0131,0.0249,0.0352,0.0261,0.0337,0.0152,0.0206,0.0512,0.0425,0.0294,0.042,0.026,0.0384,0.0296,0.0322,0.039,0.0438,0.039466667,0.433333333
19870728,0.0046,0.0134,0.0152,0.017,0.0223,0.0493,0.0183,0.0146,0.0294,0.0312,0.052,0.0172,0.0411,0.0374,0.0314,0.0764,0.0329,0.0428,0.0449,0.0378,0.0466,0.0395,0.0441,0.0397,0.44
19870828,0.0047,0.0018,0.0186,0.0233,0.0201,0.0018,0.0226,0.0298,0.0353,0.0225,0.0351,0.0317,0.0309,0.0378,0.0331,-0.0002,0.0427,0.0359,0.0289,0.0319,0.0137,0.0325,0.0372,0.0325,0.47
19870928,0.0045,-0.032,-0.0095,-0.0126,-0.0103,-0.0166,-0.0254,-0.0276,-0.0133,-0.0112,-0.0295,-0.0386,-0.0278,-0.0243,-0.0344,-0.0087,-0.0263,-0.0176,-0.0294,-0.0211,-0.001,-0.0252,-0.0207,-0.0253,0.46
19871028,0.006,-0.3462,-0.3124,-0.2891,-0.2895,-0.2894,-0.3315,-0.3215,-0.2825,-0.2679,-0.2937,-0.2988,-0.2958,-0.2523,-0.2324,-0.2749,-0.2582,-0.2953,-0.2583,-0.1778,-0.2432,-0.2309,-0.2249,-0.229966667,0.506666667
19871128,0.0035,-0.0896,-0.0522,-0.0522,-0.0495,-0.0372,-0.0747,-0.0524,-0.0422,-0.0363,-0.0338,-0.0787,-0.027,-0.031,-0.0356,-0.0392,-0.0655,-0.0593,-0.0648,-0.0446,-0.0221,-0.0764,-0.0729,-0.077566667,0.466666667
19871228,0.0039,0.0238,0.0454,0.0539,0.0446,0.0287,0.1128,0.0936,0.071,0.056,0.0469,0.1173,0.0924,0.0601,0.0422,0.062,0.121,0.1044,0.0882,0.0372,0.0285,0.0665,0.0704,0.065933333,0.446666667
19880128,0.0029,0.0542,0.0696,0.0401,0.0504,0.0609,0.0159,0.0263,0.0486,0.0386,0.0659,0.0138,0.031,0.0374,0.0753,0.0635,-0.0004,0.0417,0.0403,0.0579,0.0599,0.0424,0.0453,0.041866667,0.343333333
19880228,0.0046,0.0552,0.0712,0.0712,0.0686,0.0701,0.0797,0.1139,0.0855,0.0724,0.0735,0.0815,0.0764,0.062,0.0639,0.0664,0.0804,0.0888,0.0604,0.0436,0.057,0.047,0.0516,0.0478,0.38
19880328,0.0044,0.0349,0.0552,0.0521,0.0467,0.0456,0.0189,0.0661,0.0315,0.0296,0.0408,0.0234,0.0069,0.0078,-0.0057,0.0078,-0.0141,0.0043,-0.005,-0.0083,0.0395,-0.0215,-0.0171,-0.021066667,0.396666667
19880428,0.0046,0.0057,0.0081,0.0194,0.006,0.033,0.0171,0.0373,0.0257,0.0122,0.0196,-0.0123,-0.0034,0.014,0.0004,0.0194,-0.0049,0.0034,0.008,-0.0106,-0.0009,0.0064,0.011,0.006466667,0.453333333
19880528,0.0051,-0.0409,-0.0263,-0.0118,-0.0247,-0.0137,-0.0496,-0.0265,-0.0291,-0.0191,-0.0145,-0.0123,-0.0239,-0.0159,0.0096,0.0023,-0.0126,-0.0104,-0.0128,0.0203,0.0062,-0.0042,0.0009,-0.0038,0.47
19880628,0.0049,0.0588,0.058,0.0541,0.056,0.0457,0.0676,0.101,0.0774,0.0482,0.0779,0.0614,0.073,0.0605,0.0535,0.0419,0.0676,0.0628,0.0624,0.0313,0.0764,0.0465,0.0514,0.046533333,0.486666667
19880728,0.0051,-0.0144,-0.009,-0.0149,0.0048,-0.0156,-0.0309,-0.0288,-0.0046,0.001,0.0054,-0.0488,-0.0238,-0.0188,-0.0068,-0.0094,-0.0386,-0.0407,-0.0016,-0.0178,-0.0047,-0.0123,-0.0072,-0.012233333,0.503333333
19880828,0.0059,-0.047,-0.0314,-0.0179,-0.0188,-0.0267,-0.0456,-0.0444,-0.0272,-0.0116,-0.0198,-0.0479,-0.0289,-0.0285,-0.0068,-0.0114,-0.046,-0.0377,-0.0123,-0.0059,0.0018,-0.0338,-0.0279,-0.0332,0.53
19880928,0.0062,0.0064,0.0214,0.0222,0.0106,0.0216,0.0205,0.0193,0.0195,0.0217,0.0233,0.0321,0.018,0.0201,0.0096,0.0194,0.042,0.0055,0.0295,0.0145,0.0401,0.0311,0.0373,0.031566667,0.573333333
19881028,0.0061,-0.0354,-0.0239,-0.0166,-0.0294,-0.0168,-0.0316,-0.0145,-0.0025,-0.0071,-0.0116,-0.0204,0.0005,0.0047,0.0002,0.0198,-0.0235,0.0037,-0.0012,0.0045,0.0154,0.0116,0.0177,0.011633333,0.606666667
19881128,0.0057,-0.0544,-0.0527,-0.0395,-0.0366,-0.0488,-0.048,-0.0361,-0.0248,-0.0382,-0.0265,-0.0358,-0.032,-0.0404,-0.0113,-0.0262,-0.0213,-0.0304,-0.0389,-0.0199,-0.0194,-0.0221,-0.0164,-0.0224,0.6
19881228,0.0063,0.0114,0.035,0.027,0.0396,0.0206,0.0449,0.0356,0.0311,0.0418,0.0213,0.0376,0.0301,0.029,0.0152,0.0256,0.0272,0.0241,0.0126,0.0124,-0.0096,0.0145,0.0208,0.014766667,0.603333333
19890128,0.0055,0.0476,0.0529,0.0366,0.0352,0.0511,0.0284,0.0515,0.0409,0.0319,0.0674,0.0416,0.047,0.0458,0.033,0.0453,0.0416,0.0507,0.0509,0.0564,0.072,0.0604,0.0659,0.060066667,0.583333333
19890228,0.0061,-0.0191,-0.0021,0.0007,0.0081,0.0126,0.0044,0.0122,0.0063,0.0007,0.0094,-0.0074,-0.0006,-0.0014,0.005,-0.0059,-0.0094,-0.0061,-0.0127,-0.0051,0.0029,-0.0225,-0.0164,-0.022366667,0.596666667
19890328,0.0067,0.0059,0.0204,0.0365,0.0204,0.0245,0.0104,0.0187,0.0149,0.0132,0.023,0.0144,0.0055,0.0099,0.0242,0.0212,-0.0094,0.0094,0.0207,-0.0018,0.0179,0.0148,0.0215,0.0154,0.61
19890428,0.0067,0.0242,0.025,0.0302,0.0156,0.0223,0.0394,0.0489,0.0406,0.0211,0.0502,0.0452,0.0444,0.0388,0.0331,0.0231,0.0579,0.0458,0.0334,0.0463,0.0376,0.0418,0.0485,0.042,0.65
19890528,0.0079,0.0242,0.0439,0.0127,0.031,0.0259,0.039,0.0244,0.0323,0.0267,0.0298,0.0484,0.0361,0.0313,0.032,0.0309,0.037,0.0206,0.0209,0.0382,0.0502,0.0317,0.0396,0.0325,0.71
19890628,0.0071,-0.0374,-0.0233,-0.0294,-0.0064,-0.0013,-0.055,-0.0255,-0.0119,-0.0144,-0.0223,-0.0385,-0.019,-0.0199,-0.0051,0.0182,-0.0294,-0.0206,-0.0004,0.0101,0.0188,-0.0121,-0.005,-0.012233333,0.723333333
19890728,0.007,0.0204,0.042,0.0157,0.0276,0.0076,0.0493,0.0446,0.0253,0.0297,0.024,0.0468,0.0438,0.0278,0.0396,0.031,0.0774,0.0779,0.0537,0.0531,0.0695,0.0707,0.0777,0.070366667,0.733333333
19890828,0.0074,0.0134,-0.0084,-0.0002,0.019,0.0078,0.0286,0.0205,0.0253,0.0238,0.024,0.0217,0.021,0.0424,0.0256,0.013,0.0298,0.0303,0.022,0.029,0.0075,0.0149,0.0223,0.015133333,0.716666667
19890928,0.0065,0.0066,-0.0109,-0.0125,0.0028,-0.0108,0.0189,-0.0078,0.0003,0.0005,-0.0143,0.0085,-0.0197,-0.0207,-0.0076,-0.0203,-0.0038,-0.0358,-0.0391,-0.0171,-0.0016,-0.0083,-0.0018,-0.008766667,0.696666667
19891028,0.0068,-0.0576,-0.0611,-0.0536,-0.052,-0.0745,-0.0557,-0.0787,-0.0564,-0.0602,-0.0841,-0.0475,-0.064,-0.07,-0.0574,-0.0536,-0.0355,-0.0438,-0.0859,-0.0368,-0.0482,-0.0362,-0.0294,-0.0363,0.69
19891128,0.0069,-0.0128,-0.0053,-0.0121,-0.0075,-0.0194,-0.0044,0.0104,-0.002,0.0099,-0.0158,0.0112,0.0116,-0.0074,0.0013,0.0179,0.0161,0.0148,-0.0013,-0.005,0.0038,0.011,0.0179,0.011166667,0.673333333
19891228,0.0061,-0.0143,-0.0141,-0.0171,-0.0134,-0.0231,0.007,-0.0076,0.0012,0.0022,-0.0014,-0.0053,0.0002,-0.0202,0.0103,-0.0019,0.0199,0.0138,0.0087,0.0099,0.0127,0.0122,0.0183,0.0117,0.66
19900128,0.0057,-0.0873,-0.0818,-0.0525,-0.0719,-0.0654,-0.1,-0.0987,-0.0763,-0.079,-0.0975,-0.1005,-0.0979,-0.0823,-0.0759,-0.0832,-0.0744,-0.0623,-0.0842,-0.0956,-0.1007,-0.0758,-0.0701,-0.076333333,0.623333333
19900228,0.0057,0.0145,0.0145,0.006,0.0288,0.0091,0.028,0.0316,0.024,0.026,0.0188,0.0281,0.0271,0.0129,0.0081,0.0259,0.0102,0.0079,0.0083,0.0106,0.0325,0.0093,0.015,0.009166667,0.583333333
19900328,0.0064,0.0366,0.0215,0.0144,0.0315,0.0072,0.0435,0.0387,0.0401,0.0235,0.0089,0.0428,0.0193,0.0203,0.0078,-0.0074,0.0312,0.0335,0.0132,0.0146,-0.0036,0.0178,0.0242,0.018266667,0.593333333
19900428,0.0069,-0.0329,-0.0304,-0.0252,-0.0306,-0.0415,-0.0476,-0.0433,-0.0272,-0.0337,-0.0647,-0.0311,-0.0287,-0.0366,-0.062,-0.0657,-0.0346,-0.0483,-0.0705,-0.0592,-0.0695,-0.0351,-0.0282,-0.034533333,0.633333333
19900528,0.0068,0.0748,0.0537,0.0536,0.0358,0.0268,0.099,0.0786,0.0483,0.0405,0.0302,0.0858,0.081,0.0603,0.0431,0.0562,0.1046,0.0784,0.0949,0.0655,0.0872,0.0821,0.0889,0.0822,0.67
19900628,0.0063,0.0055,0.0194,0.0192,-0.0014,-0.0085,-0.0044,0.002,-0.0177,-0.0114,-0.0099,0.0145,0.0005,-0.0098,-0.0249,-0.0125,-0.0006,-0.0245,-0.0236,-0.0208,-0.0106,-0.0106,-0.0043,-0.010966667,0.666666667
19900728,0.0068,-0.0526,-0.0573,-0.0376,-0.0387,-0.0489,-0.063,-0.0498,-0.0497,-0.0334,-0.0515,-0.05,-0.022,-0.0395,-0.0555,-0.0434,-0.0288,-0.0248,-0.0406,-0.0239,-0.0379,-0.0162,-0.0094,-0.016033333,0.663333333
19900828,0.0066,-0.1724,-0.1489,-0.1307,-0.1171,-0.1301,-0.152,-0.1432,-0.1319,-0.1087,-0.1194,-0.1425,-0.1426,-0.1138,-0.0957,-0.1039,-0.1012,-0.1201,-0.1109,-0.0898,-0.1175,-0.0983,-0.0917,-0.098266667,0.656666667
19900928,0.006,-0.1116,-0.0991,-0.0834,-0.0763,-0.0918,-0.1113,-0.1023,-0.0903,-0.0713,-0.0852,-0.0961,-0.0762,-0.0727,-0.0892,-0.0887,-0.063,-0.0706,-0.1032,-0.0717,-0.0939,-0.0599,-0.0539,-0.060366667,0.646666667
19901028,0.0068,-0.0714,-0.067,-0.0739,-0.0592,-0.0785,-0.0755,-0.0615,-0.0496,-0.048,-0.0846,-0.0526,-0.0565,-0.0467,-0.0355,-0.0533,-0.0131,-0.0391,-0.0822,-0.0191,-0.0379,-0.0192,-0.0124,-0.018866667,0.646666667
19901128,0.0057,0.0293,0.0433,0.0387,0.0198,0.0045,0.1158,0.0528,0.0654,0.0659,0.0398,0.1028,0.0845,0.0653,0.0718,0.0638,0.0853,0.0746,0.1049,0.0844,0.0682,0.0603,0.066,0.059833333,0.616666667
